类别,校验项,数值,单位,结论
费用调参,2025-03-29/均衡重采样,18285.977853,元,完整日因果回放；次日起可用
费用调参,2025-03-29/长窗宽核,20987.407894,元,完整日因果回放；次日起可用
费用调参,2025-03-30/短窗集中,40030.599109,元,完整日因果回放；次日起可用
费用调参,2025-03-30/均衡重采样,48430.628049,元,完整日因果回放；次日起可用
费用调参,2025-03-30/长窗宽核,53668.753999,元,完整日因果回放；次日起可用
费用调参,2025-03-31/短窗集中,40047.305501,元,完整日因果回放；次日起可用
费用调参,2025-03-31/均衡重采样,49208.698570,元,完整日因果回放；次日起可用
费用调参,2025-03-31/长窗宽核,52676.702313,元,完整日因果回放；次日起可用
费用调参,2025-04-01/短窗集中,39799.160382,元,完整日因果回放；次日起可用
费用调参,2025-04-01/均衡重采样,49996.310599,元,完整日因果回放；次日起可用
费用调参,2025-04-01/长窗宽核,52221.502352,元,完整日因果回放；次日起可用
费用调参,2025-04-02/短窗集中,49135.943178,元,完整日因果回放；次日起可用
费用调参,2025-04-02/均衡重采样,49183.122928,元,完整日因果回放；次日起可用
费用调参,2025-04-02/长窗宽核,51128.814170,元,完整日因果回放；次日起可用
费用调参,2025-04-03/短窗集中,41119.032325,元,完整日因果回放；次日起可用
费用调参,2025-04-03/均衡重采样,47590.512265,元,完整日因果回放；次日起可用
费用调参,2025-04-03/长窗宽核,52580.325438,元,完整日因果回放；次日起可用
费用调参,2025-04-04/短窗集中,15016.727504,元,完整日因果回放；次日起可用
费用调参,2025-04-04/均衡重采样,17749.504841,元,完整日因果回放；次日起可用
费用调参,2025-04-04/长窗宽核,20785.774647,元,完整日因果回放；次日起可用
费用调参,2025-04-05/短窗集中,16125.462792,元,完整日因果回放；次日起可用
费用调参,2025-04-05/均衡重采样,17504.891072,元,完整日因果回放；次日起可用
费用调参,2025-04-05/长窗宽核,20509.014378,元,完整日因果回放；次日起可用
费用调参,2025-04-06/短窗集中,40399.660421,元,完整日因果回放；次日起可用
费用调参,2025-04-06/均衡重采样,48669.205690,元,完整日因果回放；次日起可用
费用调参,2025-04-06/长窗宽核,51872.615817,元,完整日因果回放；次日起可用
费用调参,2025-04-07/短窗集中,38872.938194,元,完整日因果回放；次日起可用
费用调参,2025-04-07/均衡重采样,46379.855115,元,完整日因果回放；次日起可用
费用调参,2025-04-07/长窗宽核,51005.723319,元,完整日因果回放；次日起可用
费用调参,2025-04-08/短窗集中,39934.084849,元,完整日因果回放；次日起可用
费用调参,2025-04-08/均衡重采样,48428.727320,元,完整日因果回放；次日起可用
费用调参,2025-04-08/长窗宽核,50058.251137,元,完整日因果回放；次日起可用
费用调参,2025-04-09/短窗集中,41302.051218,元,完整日因果回放；次日起可用
费用调参,2025-04-09/均衡重采样,46409.511076,元,完整日因果回放；次日起可用
费用调参,2025-04-09/长窗宽核,49811.796566,元,完整日因果回放；次日起可用
费用调参,2025-04-10/短窗集中,38766.363465,元,完整日因果回放；次日起可用
费用调参,2025-04-10/均衡重采样,45850.185824,元,完整日因果回放；次日起可用
费用调参,2025-04-10/长窗宽核,50455.876340,元,完整日因果回放；次日起可用
费用调参,2025-04-11/短窗集中,14834.627067,元,完整日因果回放；次日起可用
费用调参,2025-04-11/均衡重采样,16941.020125,元,完整日因果回放；次日起可用
费用调参,2025-04-11/长窗宽核,19559.343242,元,完整日因果回放；次日起可用
费用调参,2025-04-12/短窗集中,14010.252610,元,完整日因果回放；次日起可用
费用调参,2025-04-12/均衡重采样,17059.684015,元,完整日因果回放；次日起可用
费用调参,2025-04-12/长窗宽核,19589.976773,元,完整日因果回放；次日起可用
费用调参,2025-04-13/短窗集中,37886.551816,元,完整日因果回放；次日起可用
费用调参,2025-04-13/均衡重采样,46553.174806,元,完整日因果回放；次日起可用
费用调参,2025-04-13/长窗宽核,48397.375719,元,完整日因果回放；次日起可用
费用调参,2025-04-14/短窗集中,37312.263878,元,完整日因果回放；次日起可用
费用调参,2025-04-14/均衡重采样,46713.009699,元,完整日因果回放；次日起可用
费用调参,2025-04-14/长窗宽核,48295.797433,元,完整日因果回放；次日起可用
费用调参,2025-04-15/短窗集中,37709.730961,元,完整日因果回放；次日起可用
费用调参,2025-04-15/均衡重采样,45582.606720,元,完整日因果回放；次日起可用
费用调参,2025-04-15/长窗宽核,49111.296463,元,完整日因果回放；次日起可用
费用调参,2025-04-16/短窗集中,37145.593080,元,完整日因果回放；次日起可用
费用调参,2025-04-16/均衡重采样,46475.564915,元,完整日因果回放；次日起可用
费用调参,2025-04-16/长窗宽核,49093.743142,元,完整日因果回放；次日起可用
费用调参,2025-04-17/短窗集中,37529.698899,元,完整日因果回放；次日起可用
费用调参,2025-04-17/均衡重采样,46706.990558,元,完整日因果回放；次日起可用
费用调参,2025-04-17/长窗宽核,48196.709431,元,完整日因果回放；次日起可用
费用调参,2025-04-18/短窗集中,13965.492390,元,完整日因果回放；次日起可用
费用调参,2025-04-18/均衡重采样,16339.993718,元,完整日因果回放；次日起可用
费用调参,2025-04-18/长窗宽核,18252.473597,元,完整日因果回放；次日起可用
费用调参,2025-04-19/短窗集中,13433.743581,元,完整日因果回放；次日起可用
费用调参,2025-04-19/均衡重采样,16368.538782,元,完整日因果回放；次日起可用
费用调参,2025-04-19/长窗宽核,18518.729665,元,完整日因果回放；次日起可用
费用调参,2025-04-20/短窗集中,36516.992116,元,完整日因果回放；次日起可用
费用调参,2025-04-20/均衡重采样,45957.175437,元,完整日因果回放；次日起可用
费用调参,2025-04-20/长窗宽核,48182.688074,元,完整日因果回放；次日起可用
费用调参,2025-04-21/短窗集中,35804.613532,元,完整日因果回放；次日起可用
费用调参,2025-04-21/均衡重采样,45044.794759,元,完整日因果回放；次日起可用
费用调参,2025-04-21/长窗宽核,48168.080772,元,完整日因果回放；次日起可用
费用调参,2025-04-22/短窗集中,35123.816937,元,完整日因果回放；次日起可用
费用调参,2025-04-22/均衡重采样,44090.166391,元,完整日因果回放；次日起可用
费用调参,2025-04-22/长窗宽核,47342.957285,元,完整日因果回放；次日起可用
费用调参,2025-04-23/短窗集中,34512.608935,元,完整日因果回放；次日起可用
费用调参,2025-04-23/均衡重采样,43505.731304,元,完整日因果回放；次日起可用
费用调参,2025-04-23/长窗宽核,48688.185182,元,完整日因果回放；次日起可用
费用调参,2025-04-24/短窗集中,34867.172517,元,完整日因果回放；次日起可用
费用调参,2025-04-24/均衡重采样,42623.764543,元,完整日因果回放；次日起可用
费用调参,2025-04-24/长窗宽核,47225.487218,元,完整日因果回放；次日起可用
费用调参,2025-04-25/短窗集中,13289.011122,元,完整日因果回放；次日起可用
费用调参,2025-04-25/均衡重采样,15326.662641,元,完整日因果回放；次日起可用
费用调参,2025-04-25/长窗宽核,18961.077484,元,完整日因果回放；次日起可用
费用调参,2025-04-26/短窗集中,13076.382245,元,完整日因果回放；次日起可用
费用调参,2025-04-26/均衡重采样,15493.722349,元,完整日因果回放；次日起可用
费用调参,2025-04-26/长窗宽核,18752.344560,元,完整日因果回放；次日起可用
费用调参,2025-04-27/短窗集中,35195.034354,元,完整日因果回放；次日起可用
费用调参,2025-04-27/均衡重采样,41323.069817,元,完整日因果回放；次日起可用
费用调参,2025-04-27/长窗宽核,47444.240048,元,完整日因果回放；次日起可用
费用调参,2025-04-28/短窗集中,41471.922405,元,完整日因果回放；次日起可用
费用调参,2025-04-28/均衡重采样,41966.161661,元,完整日因果回放；次日起可用
费用调参,2025-04-28/长窗宽核,47437.206011,元,完整日因果回放；次日起可用
费用调参,2025-04-29/短窗集中,37266.586576,元,完整日因果回放；次日起可用
费用调参,2025-04-29/均衡重采样,40979.050871,元,完整日因果回放；次日起可用
费用调参,2025-04-29/长窗宽核,47361.122568,元,完整日因果回放；次日起可用
费用调参,2025-04-30/短窗集中,36771.657726,元,完整日因果回放；次日起可用
费用调参,2025-04-30/均衡重采样,39020.022458,元,完整日因果回放；次日起可用
费用调参,2025-04-30/长窗宽核,44953.111272,元,完整日因果回放；次日起可用
费用调参,2025-05-01/短窗集中,48395.576324,元,完整日因果回放；次日起可用
费用调参,2025-05-01/均衡重采样,49996.558024,元,完整日因果回放；次日起可用
费用调参,2025-05-01/长窗宽核,54852.958505,元,完整日因果回放；次日起可用
费用调参,2025-05-02/短窗集中,25988.199418,元,完整日因果回放；次日起可用
费用调参,2025-05-02/均衡重采样,21687.644763,元,完整日因果回放；次日起可用
费用调参,2025-05-02/长窗宽核,25155.767212,元,完整日因果回放；次日起可用
费用调参,2025-05-03/短窗集中,18281.706714,元,完整日因果回放；次日起可用
费用调参,2025-05-03/均衡重采样,21043.611805,元,完整日因果回放；次日起可用
费用调参,2025-05-03/长窗宽核,22824.565661,元,完整日因果回放；次日起可用
费用调参,2025-05-04/短窗集中,37137.681795,元,完整日因果回放；次日起可用
费用调参,2025-05-04/均衡重采样,49297.876668,元,完整日因果回放；次日起可用
费用调参,2025-05-04/长窗宽核,51970.520475,元,完整日因果回放；次日起可用
费用调参,2025-05-05/短窗集中,42527.458618,元,完整日因果回放；次日起可用
费用调参,2025-05-05/均衡重采样,47374.953697,元,完整日因果回放；次日起可用
费用调参,2025-05-05/长窗宽核,52097.669998,元,完整日因果回放；次日起可用
费用调参,2025-05-06/短窗集中,37337.511858,元,完整日因果回放；次日起可用
费用调参,2025-05-06/均衡重采样,47050.490922,元,完整日因果回放；次日起可用
费用调参,2025-05-06/长窗宽核,46302.556637,元,完整日因果回放；次日起可用
费用调参,2025-05-07/短窗集中,40622.190068,元,完整日因果回放；次日起可用
费用调参,2025-05-07/均衡重采样,48343.723162,元,完整日因果回放；次日起可用
费用调参,2025-05-07/长窗宽核,53097.484286,元,完整日因果回放；次日起可用
费用调参,2025-05-08/短窗集中,38670.716548,元,完整日因果回放；次日起可用
费用调参,2025-05-08/均衡重采样,42138.620991,元,完整日因果回放；次日起可用
费用调参,2025-05-08/长窗宽核,52555.024443,元,完整日因果回放；次日起可用
费用调参,2025-05-09/短窗集中,16195.225301,元,完整日因果回放；次日起可用
费用调参,2025-05-09/均衡重采样,17753.883555,元,完整日因果回放；次日起可用
费用调参,2025-05-09/长窗宽核,22105.301991,元,完整日因果回放；次日起可用
费用调参,2025-05-10/短窗集中,15562.791813,元,完整日因果回放；次日起可用
费用调参,2025-05-10/均衡重采样,17106.440429,元,完整日因果回放；次日起可用
费用调参,2025-05-10/长窗宽核,19073.448987,元,完整日因果回放；次日起可用
费用调参,2025-05-11/短窗集中,38306.471474,元,完整日因果回放；次日起可用
费用调参,2025-05-11/均衡重采样,43171.039702,元,完整日因果回放；次日起可用
费用调参,2025-05-11/长窗宽核,49718.771366,元,完整日因果回放；次日起可用
费用调参,2025-05-12/短窗集中,37004.882460,元,完整日因果回放；次日起可用
费用调参,2025-05-12/均衡重采样,39966.058495,元,完整日因果回放；次日起可用
费用调参,2025-05-12/长窗宽核,49787.024973,元,完整日因果回放；次日起可用
费用调参,2025-05-13/短窗集中,37314.048981,元,完整日因果回放；次日起可用
费用调参,2025-05-13/均衡重采样,40181.339409,元,完整日因果回放；次日起可用
费用调参,2025-05-13/长窗宽核,46240.903428,元,完整日因果回放；次日起可用
费用调参,2025-05-14/短窗集中,37692.205375,元,完整日因果回放；次日起可用
费用调参,2025-05-14/均衡重采样,40755.578797,元,完整日因果回放；次日起可用
费用调参,2025-05-14/长窗宽核,44280.724610,元,完整日因果回放；次日起可用
费用调参,2025-05-15/短窗集中,37702.487567,元,完整日因果回放；次日起可用
费用调参,2025-05-15/均衡重采样,39142.921518,元,完整日因果回放；次日起可用
费用调参,2025-05-15/长窗宽核,43771.523097,元,完整日因果回放；次日起可用
费用调参,2025-05-16/短窗集中,14927.212263,元,完整日因果回放；次日起可用
费用调参,2025-05-16/均衡重采样,16417.216270,元,完整日因果回放；次日起可用
费用调参,2025-05-16/长窗宽核,17937.155916,元,完整日因果回放；次日起可用
费用调参,2025-05-17/短窗集中,15608.123294,元,完整日因果回放；次日起可用
费用调参,2025-05-17/均衡重采样,17809.429116,元,完整日因果回放；次日起可用
费用调参,2025-05-17/长窗宽核,18905.911654,元,完整日因果回放；次日起可用
费用调参,2025-05-18/短窗集中,35824.429741,元,完整日因果回放；次日起可用
费用调参,2025-05-18/均衡重采样,39223.617930,元,完整日因果回放；次日起可用
费用调参,2025-05-18/长窗宽核,43328.498096,元,完整日因果回放；次日起可用
费用调参,2025-05-19/短窗集中,36033.724568,元,完整日因果回放；次日起可用
费用调参,2025-05-19/均衡重采样,39521.081194,元,完整日因果回放；次日起可用
费用调参,2025-05-19/长窗宽核,43493.575574,元,完整日因果回放；次日起可用
费用调参,2025-05-20/短窗集中,39386.660309,元,完整日因果回放；次日起可用
费用调参,2025-05-20/均衡重采样,40066.230422,元,完整日因果回放；次日起可用
费用调参,2025-05-20/长窗宽核,42484.691358,元,完整日因果回放；次日起可用
费用调参,2025-05-21/短窗集中,38114.463544,元,完整日因果回放；次日起可用
费用调参,2025-05-21/均衡重采样,40395.867393,元,完整日因果回放；次日起可用
费用调参,2025-05-21/长窗宽核,42268.511898,元,完整日因果回放；次日起可用
费用调参,2025-05-22/短窗集中,37332.996347,元,完整日因果回放；次日起可用
费用调参,2025-05-22/均衡重采样,40252.345241,元,完整日因果回放；次日起可用
费用调参,2025-05-22/长窗宽核,41337.281608,元,完整日因果回放；次日起可用
费用调参,2025-05-23/短窗集中,14875.622505,元,完整日因果回放；次日起可用
费用调参,2025-05-23/均衡重采样,16122.404515,元,完整日因果回放；次日起可用
费用调参,2025-05-23/长窗宽核,17043.862419,元,完整日因果回放；次日起可用
费用调参,2025-05-24/短窗集中,14538.092507,元,完整日因果回放；次日起可用
费用调参,2025-05-24/均衡重采样,15221.637695,元,完整日因果回放；次日起可用
费用调参,2025-05-24/长窗宽核,16488.699520,元,完整日因果回放；次日起可用
费用调参,2025-05-25/短窗集中,35833.839200,元,完整日因果回放；次日起可用
费用调参,2025-05-25/均衡重采样,39979.158390,元,完整日因果回放；次日起可用
费用调参,2025-05-25/长窗宽核,41014.651374,元,完整日因果回放；次日起可用
费用调参,2025-05-26/短窗集中,40474.994612,元,完整日因果回放；次日起可用
费用调参,2025-05-26/均衡重采样,38843.881752,元,完整日因果回放；次日起可用
费用调参,2025-05-26/长窗宽核,41536.425393,元,完整日因果回放；次日起可用
费用调参,2025-05-27/短窗集中,36673.918841,元,完整日因果回放；次日起可用
费用调参,2025-05-27/均衡重采样,36737.751309,元,完整日因果回放；次日起可用
费用调参,2025-05-27/长窗宽核,40893.414447,元,完整日因果回放；次日起可用
费用调参,2025-05-28/短窗集中,37297.571878,元,完整日因果回放；次日起可用
费用调参,2025-05-28/均衡重采样,38879.041919,元,完整日因果回放；次日起可用
费用调参,2025-05-28/长窗宽核,40812.621209,元,完整日因果回放；次日起可用
费用调参,2025-05-29/短窗集中,39167.177619,元,完整日因果回放；次日起可用
费用调参,2025-05-29/均衡重采样,40799.931710,元,完整日因果回放；次日起可用
费用调参,2025-05-29/长窗宽核,42741.429152,元,完整日因果回放；次日起可用
费用调参,2025-05-30/短窗集中,16380.529823,元,完整日因果回放；次日起可用
费用调参,2025-05-30/均衡重采样,16223.261249,元,完整日因果回放；次日起可用
费用调参,2025-05-30/长窗宽核,17290.444669,元,完整日因果回放；次日起可用
费用调参,2025-05-31/短窗集中,14832.226719,元,完整日因果回放；次日起可用
费用调参,2025-05-31/均衡重采样,15756.294453,元,完整日因果回放；次日起可用
费用调参,2025-05-31/长窗宽核,16572.988867,元,完整日因果回放；次日起可用
费用调参,2025-06-01/短窗集中,73667.468257,元,完整日因果回放；次日起可用
费用调参,2025-06-01/均衡重采样,71663.652081,元,完整日因果回放；次日起可用
费用调参,2025-06-01/长窗宽核,69207.289986,元,完整日因果回放；次日起可用
费用调参,2025-06-02/短窗集中,53145.339904,元,完整日因果回放；次日起可用
费用调参,2025-06-02/均衡重采样,72296.743699,元,完整日因果回放；次日起可用
费用调参,2025-06-02/长窗宽核,70784.490360,元,完整日因果回放；次日起可用
费用调参,2025-06-03/短窗集中,52878.338707,元,完整日因果回放；次日起可用
费用调参,2025-06-03/均衡重采样,61849.784753,元,完整日因果回放；次日起可用
费用调参,2025-06-03/长窗宽核,60419.060619,元,完整日因果回放；次日起可用
费用调参,2025-06-04/短窗集中,48450.865905,元,完整日因果回放；次日起可用
费用调参,2025-06-04/均衡重采样,51476.354856,元,完整日因果回放；次日起可用
费用调参,2025-06-04/长窗宽核,57089.783617,元,完整日因果回放；次日起可用
费用调参,2025-06-05/短窗集中,49410.821900,元,完整日因果回放；次日起可用
费用调参,2025-06-05/均衡重采样,67951.360277,元,完整日因果回放；次日起可用
费用调参,2025-06-05/长窗宽核,59538.453737,元,完整日因果回放；次日起可用
费用调参,2025-06-06/短窗集中,45160.125970,元,完整日因果回放；次日起可用
费用调参,2025-06-06/均衡重采样,41965.017217,元,完整日因果回放；次日起可用
费用调参,2025-06-06/长窗宽核,38237.743043,元,完整日因果回放；次日起可用
费用调参,2025-06-07/短窗集中,23939.430792,元,完整日因果回放；次日起可用
费用调参,2025-06-07/均衡重采样,25383.342485,元,完整日因果回放；次日起可用
费用调参,2025-06-07/长窗宽核,31789.821437,元,完整日因果回放；次日起可用
费用调参,2025-06-08/短窗集中,47757.430998,元,完整日因果回放；次日起可用
费用调参,2025-06-08/均衡重采样,48382.390908,元,完整日因果回放；次日起可用
费用调参,2025-06-08/长窗宽核,59132.072630,元,完整日因果回放；次日起可用
费用调参,2025-06-09/短窗集中,50488.632162,元,完整日因果回放；次日起可用
费用调参,2025-06-09/均衡重采样,53420.025914,元,完整日因果回放；次日起可用
费用调参,2025-06-09/长窗宽核,61617.826566,元,完整日因果回放；次日起可用
费用调参,2025-06-10/短窗集中,48937.471277,元,完整日因果回放；次日起可用
费用调参,2025-06-10/均衡重采样,61361.141916,元,完整日因果回放；次日起可用
费用调参,2025-06-10/长窗宽核,57910.958364,元,完整日因果回放；次日起可用
费用调参,2025-06-11/短窗集中,64799.186599,元,完整日因果回放；次日起可用
费用调参,2025-06-11/均衡重采样,71098.084149,元,完整日因果回放；次日起可用
费用调参,2025-06-11/长窗宽核,62865.690262,元,完整日因果回放；次日起可用
费用调参,2025-06-12/短窗集中,53207.165568,元,完整日因果回放；次日起可用
费用调参,2025-06-12/均衡重采样,55286.069673,元,完整日因果回放；次日起可用
费用调参,2025-06-12/长窗宽核,60499.254406,元,完整日因果回放；次日起可用
费用调参,2025-06-13/短窗集中,22285.706935,元,完整日因果回放；次日起可用
费用调参,2025-06-13/均衡重采样,22372.675907,元,完整日因果回放；次日起可用
费用调参,2025-06-13/长窗宽核,30700.914462,元,完整日因果回放；次日起可用
费用调参,2025-06-14/短窗集中,21386.349551,元,完整日因果回放；次日起可用
费用调参,2025-06-14/均衡重采样,23939.424528,元,完整日因果回放；次日起可用
费用调参,2025-06-14/长窗宽核,25244.722353,元,完整日因果回放；次日起可用
费用调参,2025-06-15/短窗集中,53223.904738,元,完整日因果回放；次日起可用
费用调参,2025-06-15/均衡重采样,53656.847483,元,完整日因果回放；次日起可用
费用调参,2025-06-15/长窗宽核,51489.340309,元,完整日因果回放；次日起可用
费用调参,2025-06-16/短窗集中,53634.752044,元,完整日因果回放；次日起可用
费用调参,2025-06-16/均衡重采样,55971.030383,元,完整日因果回放；次日起可用
费用调参,2025-06-16/长窗宽核,55340.033475,元,完整日因果回放；次日起可用
费用调参,2025-06-17/短窗集中,52755.178183,元,完整日因果回放；次日起可用
费用调参,2025-06-17/均衡重采样,56798.651812,元,完整日因果回放；次日起可用
费用调参,2025-06-17/长窗宽核,56806.567036,元,完整日因果回放；次日起可用
费用调参,2025-06-18/短窗集中,51514.708038,元,完整日因果回放；次日起可用
费用调参,2025-06-18/均衡重采样,51234.016084,元,完整日因果回放；次日起可用
费用调参,2025-06-18/长窗宽核,53547.633520,元,完整日因果回放；次日起可用
费用调参,2025-06-19/短窗集中,51361.379280,元,完整日因果回放；次日起可用
费用调参,2025-06-19/均衡重采样,55163.789473,元,完整日因果回放；次日起可用
费用调参,2025-06-19/长窗宽核,51162.863992,元,完整日因果回放；次日起可用
费用调参,2025-06-20/短窗集中,20052.459080,元,完整日因果回放；次日起可用
费用调参,2025-06-20/均衡重采样,22912.627814,元,完整日因果回放；次日起可用
费用调参,2025-06-20/长窗宽核,19733.672350,元,完整日因果回放；次日起可用
费用调参,2025-06-21/短窗集中,20056.430550,元,完整日因果回放；次日起可用
费用调参,2025-06-21/均衡重采样,22263.644330,元,完整日因果回放；次日起可用
费用调参,2025-06-21/长窗宽核,19011.150341,元,完整日因果回放；次日起可用
费用调参,2025-06-22/短窗集中,50493.956977,元,完整日因果回放；次日起可用
费用调参,2025-06-22/均衡重采样,52153.640659,元,完整日因果回放；次日起可用
费用调参,2025-06-22/长窗宽核,53411.502981,元,完整日因果回放；次日起可用
费用调参,2025-06-23/短窗集中,48436.550632,元,完整日因果回放；次日起可用
费用调参,2025-06-23/均衡重采样,49584.386751,元,完整日因果回放；次日起可用
费用调参,2025-06-23/长窗宽核,52224.160947,元,完整日因果回放；次日起可用
费用调参,2025-06-24/短窗集中,66300.765449,元,完整日因果回放；次日起可用
费用调参,2025-06-24/均衡重采样,68653.027915,元,完整日因果回放；次日起可用
费用调参,2025-06-24/长窗宽核,64920.990327,元,完整日因果回放；次日起可用
费用调参,2025-06-25/短窗集中,53702.376726,元,完整日因果回放；次日起可用
费用调参,2025-06-25/均衡重采样,53733.673750,元,完整日因果回放；次日起可用
费用调参,2025-06-25/长窗宽核,55308.148969,元,完整日因果回放；次日起可用
费用调参,2025-06-26/短窗集中,53798.851468,元,完整日因果回放；次日起可用
费用调参,2025-06-26/均衡重采样,55239.673045,元,完整日因果回放；次日起可用
费用调参,2025-06-26/长窗宽核,51613.830534,元,完整日因果回放；次日起可用
费用调参,2025-06-27/短窗集中,19472.033385,元,完整日因果回放；次日起可用
费用调参,2025-06-27/均衡重采样,21086.382507,元,完整日因果回放；次日起可用
费用调参,2025-06-27/长窗宽核,22715.116867,元,完整日因果回放；次日起可用
费用调参,2025-06-28/短窗集中,19453.717530,元,完整日因果回放；次日起可用
费用调参,2025-06-28/均衡重采样,20193.732538,元,完整日因果回放；次日起可用
费用调参,2025-06-28/长窗宽核,21031.313017,元,完整日因果回放；次日起可用
费用调参,2025-06-29/短窗集中,48384.496914,元,完整日因果回放；次日起可用
费用调参,2025-06-29/均衡重采样,51574.804515,元,完整日因果回放；次日起可用
费用调参,2025-06-29/长窗宽核,54413.446632,元,完整日因果回放；次日起可用
费用调参,2025-06-30/短窗集中,48313.250710,元,完整日因果回放；次日起可用
费用调参,2025-06-30/均衡重采样,50883.700181,元,完整日因果回放；次日起可用
费用调参,2025-06-30/长窗宽核,51746.593475,元,完整日因果回放；次日起可用
费用调参,2025-07-01/短窗集中,68833.122827,元,完整日因果回放；次日起可用
费用调参,2025-07-01/均衡重采样,69004.980076,元,完整日因果回放；次日起可用
费用调参,2025-07-01/长窗宽核,67781.897247,元,完整日因果回放；次日起可用
费用调参,2025-07-02/短窗集中,56735.837613,元,完整日因果回放；次日起可用
费用调参,2025-07-02/均衡重采样,68078.750272,元,完整日因果回放；次日起可用
费用调参,2025-07-02/长窗宽核,69268.777825,元,完整日因果回放；次日起可用
费用调参,2025-07-03/短窗集中,57158.602763,元,完整日因果回放；次日起可用
费用调参,2025-07-03/均衡重采样,66507.259615,元,完整日因果回放；次日起可用
费用调参,2025-07-03/长窗宽核,72081.811720,元,完整日因果回放；次日起可用
费用调参,2025-07-04/短窗集中,44568.947098,元,完整日因果回放；次日起可用
费用调参,2025-07-04/均衡重采样,42277.755067,元,完整日因果回放；次日起可用
费用调参,2025-07-04/长窗宽核,43495.224442,元,完整日因果回放；次日起可用
费用调参,2025-07-05/短窗集中,29344.735959,元,完整日因果回放；次日起可用
费用调参,2025-07-05/均衡重采样,35081.592375,元,完整日因果回放；次日起可用
费用调参,2025-07-05/长窗宽核,40886.574781,元,完整日因果回放；次日起可用
费用调参,2025-07-06/短窗集中,59108.653954,元,完整日因果回放；次日起可用
费用调参,2025-07-06/均衡重采样,72682.626582,元,完整日因果回放；次日起可用
费用调参,2025-07-06/长窗宽核,71979.690728,元,完整日因果回放；次日起可用
费用调参,2025-07-07/短窗集中,55158.516783,元,完整日因果回放；次日起可用
费用调参,2025-07-07/均衡重采样,56819.236848,元,完整日因果回放；次日起可用
费用调参,2025-07-07/长窗宽核,64844.443425,元,完整日因果回放；次日起可用
费用调参,2025-07-08/短窗集中,55914.533776,元,完整日因果回放；次日起可用
费用调参,2025-07-08/均衡重采样,59846.422694,元,完整日因果回放；次日起可用
费用调参,2025-07-08/长窗宽核,68509.697824,元,完整日因果回放；次日起可用
费用调参,2025-07-09/短窗集中,55885.210317,元,完整日因果回放；次日起可用
费用调参,2025-07-09/均衡重采样,64984.446643,元,完整日因果回放；次日起可用
费用调参,2025-07-09/长窗宽核,68519.103832,元,完整日因果回放；次日起可用
费用调参,2025-07-10/短窗集中,51889.976129,元,完整日因果回放；次日起可用
费用调参,2025-07-10/均衡重采样,56372.869811,元,完整日因果回放；次日起可用
费用调参,2025-07-10/长窗宽核,65969.495158,元,完整日因果回放；次日起可用
费用调参,2025-07-11/短窗集中,27525.527124,元,完整日因果回放；次日起可用
费用调参,2025-07-11/均衡重采样,30466.300413,元,完整日因果回放；次日起可用
费用调参,2025-07-11/长窗宽核,42154.991734,元,完整日因果回放；次日起可用
费用调参,2025-07-12/短窗集中,25669.966169,元,完整日因果回放；次日起可用
费用调参,2025-07-12/均衡重采样,27900.256078,元,完整日因果回放；次日起可用
费用调参,2025-07-12/长窗宽核,37584.407517,元,完整日因果回放；次日起可用
费用调参,2025-07-13/短窗集中,51243.046878,元,完整日因果回放；次日起可用
费用调参,2025-07-13/均衡重采样,55176.706289,元,完整日因果回放；次日起可用
费用调参,2025-07-13/长窗宽核,58434.281171,元,完整日因果回放；次日起可用
费用调参,2025-07-14/短窗集中,51147.774824,元,完整日因果回放；次日起可用
费用调参,2025-07-14/均衡重采样,57499.440209,元,完整日因果回放；次日起可用
费用调参,2025-07-14/长窗宽核,67111.997307,元,完整日因果回放；次日起可用
费用调参,2025-07-15/短窗集中,52369.422671,元,完整日因果回放；次日起可用
费用调参,2025-07-15/均衡重采样,56311.324227,元,完整日因果回放；次日起可用
费用调参,2025-07-15/长窗宽核,63133.892948,元,完整日因果回放；次日起可用
费用调参,2025-07-16/短窗集中,51319.964221,元,完整日因果回放；次日起可用
费用调参,2025-07-16/均衡重采样,57972.812241,元,完整日因果回放；次日起可用
费用调参,2025-07-16/长窗宽核,60802.241308,元,完整日因果回放；次日起可用
费用调参,2025-07-17/短窗集中,51679.142291,元,完整日因果回放；次日起可用
费用调参,2025-07-17/均衡重采样,54696.660173,元,完整日因果回放；次日起可用
费用调参,2025-07-17/长窗宽核,65296.200334,元,完整日因果回放；次日起可用
费用调参,2025-07-18/短窗集中,25166.024022,元,完整日因果回放；次日起可用
费用调参,2025-07-18/均衡重采样,27314.395668,元,完整日因果回放；次日起可用
费用调参,2025-07-18/长窗宽核,25746.223937,元,完整日因果回放；次日起可用
费用调参,2025-07-19/短窗集中,25496.975434,元,完整日因果回放；次日起可用
费用调参,2025-07-19/均衡重采样,27508.225537,元,完整日因果回放；次日起可用
费用调参,2025-07-19/长窗宽核,27933.666977,元,完整日因果回放；次日起可用
费用调参,2025-07-20/短窗集中,50507.148086,元,完整日因果回放；次日起可用
费用调参,2025-07-20/均衡重采样,53465.513555,元,完整日因果回放；次日起可用
费用调参,2025-07-20/长窗宽核,62589.278030,元,完整日因果回放；次日起可用
费用调参,2025-07-21/短窗集中,50959.967879,元,完整日因果回放；次日起可用
费用调参,2025-07-21/均衡重采样,54950.601423,元,完整日因果回放；次日起可用
